회차,추첨일,1,2,3,4,5,6,보너스,sum,odd_count,even_count,high_count,low_count,consecutive_count,prime_count
808,2018.05.26,15,21,31,32,41,43,24,183,5,1,4,2,1,3
807,2018.05.19,6,10,18,25,34,35,33,128,2,4,3,3,1,0
806,2018.05.12,14,20,23,31,37,38,27,163,3,3,4,2,1,3
805,2018.05.05,3,12,13,18,31,32,42,109,3,3,2,4,2,3
804,2018.04.28,1,10,13,26,32,36,9,118,2,4,3,3,0,1
803,2018.04.21,5,9,14,26,30,43,2,127,3,3,3,3,0,2
802,2018.04.14,10,11,12,18,24,42,27,117,1,5,2,4,2,1
801,2018.04.07,17,25,28,37,43,44,2,194,4,2,5,1,1,3
800,2018.03.31,1,4,10,12,28,45,26,100,2,4,2,4,0,0
799,2018.03.24,12,17,23,34,42,45,33,173,3,3,4,2,0,2
798,2018.03.17,2,10,14,22,32,36,41,116,0,6,2,4,0,1
797,2018.03.10,5,22,31,32,39,45,36,174,4,2,4,2,1,2
796,2018.03.03,1,21,26,36,40,41,5,165,3,3,4,2,1,1
795,2018.02.24,3,10,13,26,34,38,36,124,2,4,3,3,0,2
794,2018.02.17,6,7,18,19,30,38,13,118,2,4,2,4,2,2
793,2018.02.10,10,15,21,35,38,43,31,162,4,2,3,3,0,1
792,2018.02.03,2,7,19,25,29,36,16,118,4,2,3,3,0,4
791,2018.01.27,2,10,12,31,33,42,32,130,2,4,3,3,0,2
790,2018.01.20,3,8,19,27,30,41,12,128,4,2,3,3,0,3
789,2018.01.13,2,6,7,12,19,45,38,91,3,3,1,5,1,3
788,2018.01.06,2,10,11,19,35,39,29,116,4,2,2,4,1,3
787,2017.12.30,5,6,13,16,27,28,9,95,3,3,2,4,2,2
786,2017.12.23,12,15,16,20,24,30,38,117,1,5,2,4,1,0
785,2017.12.16,4,6,15,25,26,33,40,109,3,3,3,3,1,0
784,2017.12.09,3,10,23,24,31,39,22,130,4,2,4,2,1,3
783,2017.12.02,14,15,16,17,38,45,36,145,3,3,2,4,3,1
782,2017.11.25,6,18,31,34,38,45,20,172,2,4,4,2,0,1
781,2017.11.18,11,16,18,19,24,39,43,127,3,3,2,4,1,2
780,2017.11.11,15,17,19,21,27,45,16,144,6,0,2,4,0,2
779,2017.11.04,6,12,19,24,34,41,4,136,2,4,3,3,0,2
778,2017.10.28,6,21,35,36,37,41,11,176,4,2,4,2,2,2
777,2017.10.21,6,12,17,21,34,37,18,127,3,3,2,4,0,2
776,2017.10.14,8,9,18,21,28,40,20,124,2,4,2,4,1,0
775,2017.10.07,11,12,29,33,38,42,17,165,3,3,4,2,1,2
774,2017.09.30,12,15,18,28,34,42,9,149,1,5,3,3,0,0
773,2017.09.23,8,12,19,21,31,35,44,126,4,2,2,4,0,2
772,2017.09.16,5,6,11,14,21,41,32,98,4,2,1,5,1,3
771,2017.09.09,6,10,17,18,21,29,30,101,3,3,1,5,1,2
770,2017.09.02,1,9,12,23,39,43,34,127,5,1,3,3,0,2
769,2017.08.26,5,7,11,16,41,45,4,125,5,1,2,4,0,4
768,2017.08.19,7,27,29,30,38,44,4,175,3,3,5,1,1,2
767,2017.08.12,5,15,20,31,34,42,22,147,3,3,3,3,0,2
766,2017.08.05,9,30,34,35,39,41,21,188,4,2,5,1,1,1
765,2017.07.29,1,3,8,12,42,43,33,109,3,3,2,4,1,2
764,2017.07.22,7,22,24,31,34,36,15,154,2,4,4,2,0,2
763,2017.07.15,3,8,16,32,34,43,10,136,2,4,3,3,0,2
762,2017.07.08,1,3,12,21,26,41,16,104,4,2,2,4,0,2
761,2017.07.01,4,7,11,24,42,45,30,133,3,3,3,3,0,2
760,2017.06.24,10,22,27,31,42,43,12,175,3,3,4,2,1,2
759,2017.06.17,9,33,36,40,42,43,32,203,3,3,5,1,1,1
758,2017.06.10,5,9,12,30,39,43,24,138,4,2,3,3,0,2
757,2017.06.03,6,7,11,17,33,44,1,118,4,2,2,4,1,3
756,2017.05.27,10,14,16,18,27,28,4,113,1,5,2,4,1,0
755,2017.05.20,13,14,26,28,30,36,37,147,1,5,4,2,1,1
754,2017.05.13,2,8,17,24,29,31,32,111,3,3,3,3,0,4
753,2017.05.06,2,17,19,24,37,41,3,140,4,2,3,3,0,5
752,2017.04.29,4,16,20,33,40,43,7,156,2,4,3,3,0,1
751,2017.04.22,3,4,16,20,28,44,17,115,1,5,2,4,1,1
750,2017.04.15,1,2,15,19,24,36,12,97,3,3,2,4,1,2
749,2017.04.08,12,14,24,26,34,45,41,155,1,5,4,2,0,0
748,2017.04.01,3,10,13,22,31,32,29,111,3,3,2,4,1,3
747,2017.03.25,7,9,12,14,23,28,17,93,3,3,2,4,0,2
746,2017.03.18,3,12,33,36,42,45,25,171,3,3,4,2,0,1
745,2017.03.11,1,2,3,9,12,23,10,50,4,2,1,5,2,3
744,2017.03.04,10,15,18,21,34,41,43,139,3,3,2,4,0,1
743,2017.02.25,15,19,21,34,41,44,10,174,4,2,3,3,0,2
742,2017.02.18,8,10,13,36,37,40,6,144,2,4,3,3,1,2
741,2017.02.11,5,21,27,34,44,45,16,176,4,2,4,2,1,1
740,2017.02.04,4,8,9,16,17,19,31,73,3,3,0,6,2,2
739,2017.01.28,7,22,29,33,34,35,30,160,4,2,4,2,2,2
738,2017.01.21,23,27,28,38,42,43,36,201,3,3,6,0,2,2
737,2017.01.14,13,15,18,24,27,41,11,138,4,2,3,3,0,2
736,2017.01.07,2,11,17,18,21,27,6,96,4,2,1,5,1,3
735,2016.12.31,5,10,13,27,37,41,4,133,5,1,3,3,0,4
734,2016.12.24,6,16,37,38,41,45,18,183,3,3,4,2,1,2
733,2016.12.17,11,24,32,33,35,40,13,175,3,3,5,1,1,1
732,2016.12.10,2,4,5,17,27,32,43,87,3,3,2,4,1,3
731,2016.12.03,2,7,13,25,42,45,39,134,4,2,3,3,0,3
730,2016.11.26,4,10,14,15,18,22,39,83,1,5,0,6,1,0
729,2016.11.19,11,17,21,26,36,45,16,156,4,2,3,3,0,2
728,2016.11.12,3,6,10,30,34,37,36,120,2,4,3,3,0,2
727,2016.11.05,7,8,10,19,21,31,20,96,4,2,1,5,1,3
726,2016.10.29,1,11,21,23,34,44,24,134,4,2,3,3,0,2
725,2016.10.22,6,7,19,21,41,43,38,137,5,1,2,4,1,4
724,2016.10.15,2,8,33,35,37,41,14,156,4,2,4,2,0,3
723,2016.10.08,20,30,33,35,36,44,22,198,2,4,5,1,1,0
722,2016.10.01,12,14,21,30,39,43,45,159,3,3,3,3,0,1
721,2016.09.24,1,28,35,41,43,44,31,192,4,2,5,1,1,2
720,2016.09.17,1,12,29,34,36,37,41,149,3,3,4,2,1,2
719,2016.09.10,4,8,13,19,20,43,26,107,3,3,1,5,1,3
718,2016.09.03,4,11,20,23,32,39,40,129,3,3,3,3,0,2
717,2016.08.27,2,11,19,25,28,32,44,117,3,3,3,3,0,3
716,2016.08.20,2,6,13,16,29,30,21,96,2,4,2,4,1,3
715,2016.08.13,2,7,27,33,41,44,10,154,4,2,4,2,0,3
714,2016.08.06,1,7,22,33,37,40,20,140,4,2,3,3,0,2
713,2016.07.30,2,5,15,18,19,23,44,82,4,2,1,5,1,4
712,2016.07.23,17,20,30,31,33,45,19,176,4,2,4,2,1,2
711,2016.07.16,11,15,24,35,37,45,42,167,5,1,4,2,0,2
710,2016.07.09,3,4,9,24,25,33,10,98,4,2,3,3,2,1
709,2016.07.02,10,18,30,36,39,44,32,177,1,5,4,2,0,0
708,2016.06.25,2,10,16,19,34,45,1,126,2,4,2,4,0,2
707,2016.06.18,2,12,19,24,39,44,35,140,2,4,3,3,0,2
706,2016.06.11,3,4,6,10,28,30,37,81,1,5,2,4,1,1
705,2016.06.04,1,6,17,22,28,45,23,119,3,3,2,4,0,1
704,2016.05.28,1,4,8,23,33,42,45,111,3,3,3,3,0,1
703,2016.05.21,10,28,31,33,41,44,21,187,3,3,5,1,0,2
702,2016.05.14,3,13,16,24,26,29,9,111,3,3,3,3,0,3
701,2016.05.07,3,10,14,16,36,38,35,117,1,5,2,4,0,1
700,2016.04.30,11,23,28,29,30,44,13,165,3,3,5,1,2,3
699,2016.04.23,4,5,8,16,21,29,3,83,3,3,1,5,1,2
698,2016.04.16,3,11,13,21,33,37,18,118,6,0,2,4,0,4
697,2016.04.09,2,5,8,11,33,39,31,98,4,2,2,4,0,3
696,2016.04.02,1,7,16,18,34,38,21,114,2,4,2,4,0,1
695,2016.03.26,4,18,26,33,34,38,14,153,1,5,4,2,1,0
694,2016.03.19,7,15,20,25,33,43,12,143,5,1,3,3,0,2
693,2016.03.12,1,6,11,28,34,42,30,122,2,4,3,3,0,1
692,2016.03.05,3,11,14,15,32,36,44,111,3,3,2,4,1,2
691,2016.02.27,15,27,33,35,43,45,16,198,6,0,5,1,0,1
690,2016.02.20,24,25,33,34,38,39,43,193,3,3,6,0,3,0
689,2016.02.13,7,17,19,30,36,38,34,147,3,3,3,3,0,3
688,2016.02.06,5,15,22,23,34,35,2,134,4,2,3,3,2,2
687,2016.01.30,1,8,10,13,28,42,45,102,2,4,2,4,0,1
686,2016.01.23,7,12,15,24,25,43,13,126,4,2,3,3,1,2
685,2016.01.16,6,7,12,28,38,40,18,131,1,5,3,3,1,1
684,2016.01.09,1,11,15,17,25,39,40,108,6,0,2,4,0,2
683,2016.01.02,6,13,20,27,28,40,15,134,2,4,3,3,1,1
682,2015.12.26,17,23,27,35,38,43,2,183,5,1,5,1,0,3
681,2015.12.19,21,24,27,29,43,44,7,188,4,2,5,1,1,2
680,2015.12.12,4,10,19,29,32,42,30,136,2,4,3,3,0,2
679,2015.12.05,3,5,7,14,26,34,35,89,3,3,2,4,0,3
678,2015.11.28,4,5,6,12,25,37,45,89,3,3,2,4,2,2
677,2015.11.21,12,15,24,36,41,44,42,172,2,4,4,2,0,1
676,2015.11.14,1,8,17,34,39,45,27,144,4,2,3,3,0,1
675,2015.11.07,1,8,11,15,18,45,7,98,4,2,1,5,0,1
674,2015.10.31,9,10,14,25,27,31,11,116,4,2,3,3,1,1
673,2015.10.24,7,10,17,29,33,44,5,140,4,2,3,3,0,3
672,2015.10.17,8,21,28,31,36,45,43,169,3,3,4,2,0,1
671,2015.10.10,7,9,10,13,31,35,24,105,5,1,2,4,1,3
670,2015.10.03,11,18,26,27,40,41,25,163,3,3,4,2,2,2
669,2015.09.26,7,8,20,29,33,38,9,135,3,3,3,3,1,2
668,2015.09.19,12,14,15,24,27,32,3,124,2,4,3,3,1,0
667,2015.09.12,15,17,25,37,42,43,13,179,5,1,4,2,1,3
666,2015.09.05,2,4,6,11,17,28,16,68,2,4,1,5,0,3
665,2015.08.29,5,6,11,17,38,44,13,121,3,3,2,4,1,3
664,2015.08.22,10,20,33,36,41,44,5,184,2,4,4,2,0,1
663,2015.08.15,3,5,8,19,38,42,20,115,3,3,2,4,0,3
662,2015.08.08,5,6,9,11,15,37,26,83,5,1,1,5,1,3
661,2015.08.01,2,3,12,20,27,38,40,102,2,4,2,4,1,2
660,2015.07.25,4,9,23,33,39,44,14,152,4,2,4,2,0,1
659,2015.07.18,7,18,19,27,29,42,45,142,4,2,3,3,1,3
658,2015.07.11,8,19,25,28,32,36,37,148,2,4,4,2,0,1
657,2015.07.04,10,14,19,39,40,43,23,165,3,3,3,3,1,2
656,2015.06.27,3,7,14,16,31,40,39,111,3,3,2,4,0,3
655,2015.06.20,7,37,38,39,40,44,18,205,3,3,5,1,3,2
654,2015.06.13,16,21,26,31,36,43,6,173,3,3,4,2,0,2
653,2015.06.06,5,6,26,27,38,39,1,141,3,3,4,2,3,1
652,2015.05.30,3,13,15,40,41,44,20,156,4,2,3,3,1,3
651,2015.05.23,11,12,16,26,29,44,18,138,2,4,3,3,1,2
650,2015.05.16,3,4,7,11,31,41,35,97,5,1,2,4,1,5
649,2015.05.09,3,21,22,33,41,42,20,162,4,2,3,3,2,2
648,2015.05.02,13,19,28,37,38,43,4,178,4,2,4,2,1,4
647,2015.04.25,5,16,21,23,24,30,29,119,3,3,3,3,1,2
646,2015.04.18,2,9,24,41,43,45,30,164,4,2,4,2,0,3
645,2015.04.11,1,4,16,26,40,41,31,128,2,4,3,3,1,1
644,2015.04.04,5,13,17,23,28,36,8,122,4,2,3,3,0,4
643,2015.03.28,15,24,31,32,33,40,13,175,3,3,5,1,2,1
642,2015.03.21,8,17,18,24,39,45,32,151,3,3,3,3,1,1
641,2015.03.14,11,18,21,36,37,43,12,166,4,2,3,3,1,3
640,2015.03.07,14,15,18,21,26,35,23,129,3,3,2,4,1,0
639,2015.02.28,6,15,22,23,25,32,40,123,3,3,3,3,1,1
638,2015.02.21,7,18,22,24,31,34,6,136,2,4,3,3,0,2
637,2015.02.14,3,16,22,37,38,44,23,160,2,4,3,3,1,2
636,2015.02.07,6,7,15,16,20,31,26,95,3,3,1,5,2,2
635,2015.01.31,11,13,25,26,29,33,32,137,5,1,4,2,1,3
634,2015.01.24,4,10,11,12,20,27,38,84,2,4,1,5,2,1
633,2015.01.17,9,12,19,20,39,41,13,140,4,2,2,4,1,2
632,2015.01.10,15,18,21,32,35,44,6,165,3,3,3,3,0,0
631,2015.01.03,1,2,4,23,31,34,8,95,3,3,3,3,1,3
630,2014.12.27,8,17,21,24,27,31,15,128,4,2,3,3,0,2
629,2014.12.20,19,28,31,38,43,44,1,203,3,3,5,1,1,3
628,2014.12.13,1,7,12,15,23,42,11,100,4,2,2,4,0,2
627,2014.12.06,2,9,22,25,31,45,12,134,4,2,3,3,0,2
626,2014.11.29,13,14,26,33,40,43,15,169,3,3,4,2,1,2
625,2014.11.22,3,6,7,20,21,39,13,96,4,2,1,5,2,2
624,2014.11.15,1,7,19,26,27,35,16,115,5,1,3,3,1,2
623,2014.11.08,7,13,30,39,41,45,25,175,5,1,4,2,0,3
622,2014.11.01,9,15,16,21,28,34,24,123,3,3,2,4,1,0
621,2014.10.25,1,2,6,16,19,42,9,86,2,4,1,5,1,2
620,2014.10.18,2,16,17,32,39,45,40,151,3,3,3,3,1,2
619,2014.10.11,6,8,13,30,35,40,21,132,2,4,3,3,0,1
618,2014.10.04,8,16,25,30,42,43,15,164,2,4,4,2,1,1
617,2014.09.27,4,5,11,12,24,27,28,83,3,3,2,4,2,2
616,2014.09.20,5,13,18,23,40,45,3,144,4,2,3,3,0,3
615,2014.09.13,10,17,18,19,23,27,35,114,4,2,2,4,2,3
614,2014.09.06,8,21,25,39,40,44,18,177,3,3,4,2,1,0
613,2014.08.30,7,8,11,16,41,44,35,127,3,3,2,4,1,3
612,2014.08.23,6,9,18,19,25,33,40,110,4,2,2,4,1,1
611,2014.08.16,2,22,27,33,36,37,14,157,3,3,4,2,1,2
610,2014.08.09,14,18,20,23,28,36,33,139,1,5,3,3,0,1
609,2014.08.02,4,8,27,34,39,40,13,152,2,4,4,2,1,0
608,2014.07.26,4,8,18,19,39,44,41,132,2,4,2,4,1,1
607,2014.07.19,8,14,23,36,38,39,13,158,2,4,4,2,1,1
606,2014.07.12,1,5,6,14,20,39,22,85,3,3,1,5,1,1
605,2014.07.05,1,2,7,9,10,38,42,67,3,3,1,5,2,2
604,2014.06.28,2,6,18,21,33,34,30,114,2,4,2,4,1,1
603,2014.06.21,2,19,25,26,27,43,28,142,4,2,4,2,2,3
602,2014.06.14,13,14,22,27,30,38,2,144,2,4,3,3,1,1
601,2014.06.07,2,16,19,31,34,35,37,137,3,3,3,3,1,3
